id,year,player_name,image,player_id,height,weight,collage,born,birth_city,birth_state,position,age,team,g,gs,mp,fg,fga,3p,3pa,2p,2pa,ft,fta,orb,drb,rtb,ast,stl,blk,tov,pf,pts,championships,mvps,allstar_selections,all_nba
1473,1960,Wilt Chamberlain,https://upload.wikimedia.org/wikipedia/he/9/93/Wilt_Chamberlain_100-point.jpg,494,216,124,University of Kansas,1936,Philadelphia,Pennsylvania,C,23,PHW,72,,3338,1065,2311,,,1065,2311,577,991,,,1941,168,,,,150,2707,2,4,13,10
1593,1961,Wilt Chamberlain,https://upload.wikimedia.org/wikipedia/he/9/93/Wilt_Chamberlain_100-point.jpg,494,216,124,University of Kansas,1936,Philadelphia,Pennsylvania,C,24,PHW,79,,3773,1251,2457,,,1251,2457,531,1054,,,2149,148,,,,130,3033,2,4,13,10
1679,1961,Jerry West,https://www.giantbomb.com/a/uploads/original/46/462814/3228903-6563642836-5f20a.jpg,527,188,79,West Virginia University,1938,Chelyan,West Virginia,PG,22,LAL,79,,2797,529,1264,,,529,1264,331,497,,,611,333,,,,213,1389,1,0,14,10
1706,1962,Wilt Chamberlain,https://upload.wikimedia.org/wikipedia/he/9/93/Wilt_Chamberlain_100-point.jpg,494,216,124,University of Kansas,1936,Philadelphia,Pennsylvania,C,25,PHW,80,,3882,1597,3159,,,1597,3159,835,1363,,,2052,192,,,,123,4029,2,4,13,10
1803,1962,Jerry West,https://www.giantbomb.com/a/uploads/original/46/462814/3228903-6563642836-5f20a.jpg,527,188,79,West Virginia University,1938,Chelyan,West Virginia,PG,23,LAL,75,,3087,799,1795,,,799,1795,712,926,,,591,402,,,,173,2310,1,0,14,10
1827,1963,Wilt Chamberlain,https://upload.wikimedia.org/wikipedia/he/9/93/Wilt_Chamberlain_100-point.jpg,494,216,124,University of Kansas,1936,Philadelphia,Pennsylvania,C,26,SFW,80,,3806,1463,2770,,,1463,2770,660,1113,,,1946,275,,,,136,3586,2,4,13,10
1938,1963,Jerry West,https://www.giantbomb.com/a/uploads/original/46/462814/3228903-6563642836-5f20a.jpg,527,188,79,West Virginia University,1938,Chelyan,West Virginia,PG,24,LAL,55,,2163,559,1213,,,559,1213,371,477,,,384,307,,,,150,1489,1,0,14,10
1962,1964,Wilt Chamberlain,https://upload.wikimedia.org/wikipedia/he/9/93/Wilt_Chamberlain_100-point.jpg,494,216,124,University of Kansas,1936,Philadelphia,Pennsylvania,C,27,SFW,80,,3689,1204,2298,,,1204,2298,540,1016,,,1787,403,,,,182,2948,2,4,13,10
2073,1964,Jerry West,https://www.giantbomb.com/a/uploads/original/46/462814/3228903-6563642836-5f20a.jpg,527,188,79,West Virginia University,1938,Chelyan,West Virginia,PG,25,LAL,72,,2906,740,1529,,,740,1529,584,702,,,433,403,,,,200,2064,1,0,14,10
2099,1965,Wilt Chamberlain,https://upload.wikimedia.org/wikipedia/he/9/93/Wilt_Chamberlain_100-point.jpg,494,216,124,University of Kansas,1936,Philadelphia,Pennsylvania,C,28,TOT,73,,3301,1063,2083,,,1063,2083,408,880,,,1673,250,,,,146,2534,2,4,13,10
2100,1965,Wilt Chamberlain,https://upload.wikimedia.org/wikipedia/he/9/93/Wilt_Chamberlain_100-point.jpg,494,216,124,University of Kansas,1936,Philadelphia,Pennsylvania,C,28,SFW,38,,1743,636,1275,,,636,1275,208,500,,,893,117,,,,76,1480,2,4,13,10
2101,1965,Wilt Chamberlain,https://upload.wikimedia.org/wikipedia/he/9/93/Wilt_Chamberlain_100-point.jpg,494,216,124,University of Kansas,1936,Philadelphia,Pennsylvania,C,28,PHI,35,,1558,427,808,,,427,808,200,380,,,780,133,,,,70,1054,2,4,13,10
2207,1965,Jerry West,https://www.giantbomb.com/a/uploads/original/46/462814/3228903-6563642836-5f20a.jpg,527,188,79,West Virginia University,1938,Chelyan,West Virginia,PG,26,LAL,74,,3066,822,1655,,,822,1655,648,789,,,447,364,,,,221,2292,1,0,14,10
2239,1966,Wilt Chamberlain,https://upload.wikimedia.org/wikipedia/he/9/93/Wilt_Chamberlain_100-point.jpg,494,216,124,University of Kansas,1936,Philadelphia,Pennsylvania,C,29,PHI,79,,3737,1074,1990,,,1074,1990,501,976,,,1943,414,,,,171,2649,2,4,13,10
2343,1966,Jerry West,https://www.giantbomb.com/a/uploads/original/46/462814/3228903-6563642836-5f20a.jpg,527,188,79,West Virginia University,1938,Chelyan,West Virginia,PG,27,LAL,79,,3218,818,1731,,,818,1731,840,977,,,562,480,,,,243,2476,1,0,14,10
2366,1967,Wilt Chamberlain,https://upload.wikimedia.org/wikipedia/he/9/93/Wilt_Chamberlain_100-point.jpg,494,216,124,University of Kansas,1936,Philadelphia,Pennsylvania,C,30,PHI,81,,3682,785,1150,,,785,1150,386,875,,,1957,630,,,,143,1956,2,4,13,10
2476,1967,Jerry West,https://www.giantbomb.com/a/uploads/original/46/462814/3228903-6563642836-5f20a.jpg,527,188,79,West Virginia University,1938,Chelyan,West Virginia,PG,28,LAL,66,,2670,645,1389,,,645,1389,602,686,,,392,447,,,,160,1892,1,0,14,10
2507,1968,Wilt Chamberlain,https://upload.wikimedia.org/wikipedia/he/9/93/Wilt_Chamberlain_100-point.jpg,494,216,124,University of Kansas,1936,Philadelphia,Pennsylvania,C,31,PHI,82,,3836,819,1377,,,819,1377,354,932,,,1952,702,,,,160,1992,2,4,13,10
2649,1968,Jerry West,https://www.giantbomb.com/a/uploads/original/46/462814/3228903-6563642836-5f20a.jpg,527,188,79,West Virginia University,1938,Chelyan,West Virginia,SG,29,LAL,51,,1919,476,926,,,476,926,391,482,,,294,310,,,,152,1343,1,0,14,10
2690,1969,Wilt Chamberlain,https://upload.wikimedia.org/wikipedia/he/9/93/Wilt_Chamberlain_100-point.jpg,494,216,124,University of Kansas,1936,Philadelphia,Pennsylvania,C,32,LAL,81,,3669,641,1099,,,641,1099,382,857,,,1712,366,,,,142,1664,2,4,13,10
2855,1969,Jerry West,https://www.giantbomb.com/a/uploads/original/46/462814/3228903-6563642836-5f20a.jpg,527,188,79,West Virginia University,1938,Chelyan,West Virginia,SG,30,LAL,61,,2394,545,1156,,,545,1156,490,597,,,262,423,,,,156,1580,1,0,14,10
2893,1970,Wilt Chamberlain,https://upload.wikimedia.org/wikipedia/he/9/93/Wilt_Chamberlain_100-point.jpg,494,216,124,University of Kansas,1936,Philadelphia,Pennsylvania,C,33,LAL,12,,505,129,227,,,129,227,70,157,,,221,49,,,,31,328,2,4,13,10
3058,1970,Jerry West,https://www.giantbomb.com/a/uploads/original/46/462814/3228903-6563642836-5f20a.jpg,527,188,79,West Virginia University,1938,Chelyan,West Virginia,PG,31,LAL,74,,3106,831,1673,,,831,1673,647,785,,,338,554,,,,160,2309,1,0,14,10
3100,1971,Wilt Chamberlain,https://upload.wikimedia.org/wikipedia/he/9/93/Wilt_Chamberlain_100-point.jpg,494,216,124,University of Kansas,1936,Philadelphia,Pennsylvania,C,34,LAL,82,,3630,668,1226,,,668,1226,360,669,,,1493,352,,,,174,1696,2,4,13,10
3297,1971,Jerry West,https://www.giantbomb.com/a/uploads/original/46/462814/3228903-6563642836-5f20a.jpg,527,188,79,West Virginia University,1938,Chelyan,West Virginia,PG,32,LAL,69,,2845,667,1351,,,667,1351,525,631,,,320,655,,,,180,1859,1,0,14,10
3345,1972,Wilt Chamberlain,https://upload.wikimedia.org/wikipedia/he/9/93/Wilt_Chamberlain_100-point.jpg,494,216,124,University of Kansas,1936,Philadelphia,Pennsylvania,C,35,LAL,82,,3469,496,764,,,496,764,221,524,,,1572,329,,,,196,1213,2,4,13,10
3565,1972,Jerry West,https://www.giantbomb.com/a/uploads/original/46/462814/3228903-6563642836-5f20a.jpg,527,188,79,West Virginia University,1938,Chelyan,West Virginia,PG,33,LAL,77,,2973,735,1540,,,735,1540,515,633,,,327,747,,,,209,1985,1,0,14,10
3615,1973,Wilt Chamberlain,https://upload.wikimedia.org/wikipedia/he/9/93/Wilt_Chamberlain_100-point.jpg,494,216,124,University of Kansas,1936,Philadelphia,Pennsylvania,C,36,LAL,82,,3542,426,586,,,426,586,232,455,,,1526,365,,,,191,1084,2,4,13,10
3835,1973,Jerry West,https://www.giantbomb.com/a/uploads/original/46/462814/3228903-6563642836-5f20a.jpg,527,188,79,West Virginia University,1938,Chelyan,West Virginia,PG,34,LAL,69,,2460,618,1291,,,618,1291,339,421,,,289,607,,,,138,1575,1,0,14,10
4080,1974,Jerry West,https://www.giantbomb.com/a/uploads/original/46/462814/3228903-6563642836-5f20a.jpg,527,188,79,West Virginia University,1938,Chelyan,West Virginia,PG,35,LAL,31,,967,232,519,,,232,519,165,198,30,86,116,206,81,23,,80,629,1,0,14,10
5748,1980,Larry Bird,https://images.sportsbrief.com/images/1120/cd9e90a3a52c2568.jpeg?v=1,1341,206,99,Indiana State University,1956,West Baden,Indiana,PF,23,BOS,82,82,2955,693,1463,58,143,635,1320,301,360,216,636,852,370,143,53,263,279,1745,3,3,12,10
5889,1980,Magic Johnson,https://i.pinimg.com/originals/8e/b9/48/8eb948bc03c7020f4a7ac88dc3d4002e.jpg,1366,201,98,"University of California, Los Angeles",1956,Nachitoches,Louisiana,SG,20,LAL,77,,2795,503,949,7,31,496,918,374,462,166,430,596,563,187,41,305,218,1387,5,3,12,10
6100,1981,Larry Bird,https://images.sportsbrief.com/images/1120/cd9e90a3a52c2568.jpeg?v=1,1341,206,99,Indiana State University,1956,West Baden,Indiana,PF,24,BOS,82,82,3239,719,1503,20,74,699,1429,283,328,191,704,895,451,161,63,289,239,1741,3,3,12,10
6247,1981,Magic Johnson,https://i.pinimg.com/originals/8e/b9/48/8eb948bc03c7020f4a7ac88dc3d4002e.jpg,1366,201,98,"University of California, Los Angeles",1956,Nachitoches,Louisiana,SG,21,LAL,37,,1371,312,587,3,17,309,570,171,225,101,219,320,317,127,27,143,100,798,5,3,12,10
6467,1982,Larry Bird,https://images.sportsbrief.com/images/1120/cd9e90a3a52c2568.jpeg?v=1,1341,206,99,Indiana State University,1956,West Baden,Indiana,PF,25,BOS,77,58,2923,711,1414,11,52,700,1362,328,380,200,637,837,447,143,66,254,244,1761,3,3,12,10
6611,1982,Magic Johnson,https://i.pinimg.com/originals/8e/b9/48/8eb948bc03c7020f4a7ac88dc3d4002e.jpg,1366,201,98,"University of California, Los Angeles",1956,Nachitoches,Louisiana,SG,22,LAL,78,77,2991,556,1036,6,29,550,1007,329,433,252,499,751,743,208,34,286,223,1447,5,3,12,10
6768,1982,Isiah Thomas,https://wallpapers.com/images/hd/american-former-professional-basketball-player-isiah-thomas-smile-qcxl78xaqhs1q13t.jpg,1516,185,81,Indiana University,1961,Chicago,Illinois,PG,20,DET,72,72,2433,453,1068,17,59,436,1009,302,429,57,152,209,565,150,17,299,253,1225,2,0,12,5
6844,1983,Larry Bird,https://images.sportsbrief.com/images/1120/cd9e90a3a52c2568.jpeg?v=1,1341,206,99,Indiana State University,1956,West Baden,Indiana,PF,26,BOS,79,79,2982,747,1481,22,77,725,1404,351,418,193,677,870,458,148,71,240,197,1867,3,3,12,10
6983,1983,Magic Johnson,https://i.pinimg.com/originals/8e/b9/48/8eb948bc03c7020f4a7ac88dc3d4002e.jpg,1366,201,98,"University of California, Los Angeles",1956,Nachitoches,Louisiana,SG,23,LAL,79,79,2907,511,933,0,21,511,912,304,380,214,469,683,829,176,47,301,200,1326,5,3,12,10
7157,1983,Isiah Thomas,https://wallpapers.com/images/hd/american-former-professional-basketball-player-isiah-thomas-smile-qcxl78xaqhs1q13t.jpg,1516,185,81,Indiana University,1961,Chicago,Illinois,PG,21,DET,81,81,3093,725,1537,36,125,689,1412,368,518,105,223,328,634,199,29,326,318,1854,2,0,12,5
7194,1983,Dominique Wilkins,https://wallpapers.com/images/hd/dominique-wilkins-slam-dunk-vintage-photography-5fy7ggo6niycrczg.jpg,1588,201,90,University of Georgia,1960,Paris,France,SF,23,ATL,82,82,2697,601,1220,2,11,599,1209,230,337,226,252,478,129,84,63,180,210,1434,0,0,9,1
7230,1984,Larry Bird,https://images.sportsbrief.com/images/1120/cd9e90a3a52c2568.jpeg?v=1,1341,206,99,Indiana State University,1956,West Baden,Indiana,PF,27,BOS,79,77,3028,758,1542,18,73,740,1469,374,421,181,615,796,520,144,69,237,197,1908,3,3,12,10
7285,1984,Clyde Drexler,https://wallpapers.com/images/hd/clyde-drexler-1990-nba-finals-trail-blazers-27wh68xn000rylma.jpg,1602,201,95,University of Houston,1962,New Orleans,Louisiana,SG,21,POR,82,3,1408,252,559,1,4,251,555,123,169,112,123,235,153,107,29,123,209,628,1,0,10,5
7348,1984,Magic Johnson,https://i.pinimg.com/originals/8e/b9/48/8eb948bc03c7020f4a7ac88dc3d4002e.jpg,1366,201,98,"University of California, Los Angeles",1956,Nachitoches,Louisiana,PG,24,LAL,67,66,2567,441,780,6,29,435,751,290,358,99,392,491,875,150,49,306,169,1178,5,3,12,10
7498,1984,Isiah Thomas,https://wallpapers.com/images/hd/american-former-professional-basketball-player-isiah-thomas-smile-qcxl78xaqhs1q13t.jpg,1516,185,81,Indiana University,1961,Chicago,Illinois,PG,22,DET,82,82,3007,669,1448,22,65,647,1383,388,529,103,224,327,914,204,33,307,324,1748,2,0,12,5
7539,1984,Dominique Wilkins,https://wallpapers.com/images/hd/dominique-wilkins-slam-dunk-vintage-photography-5fy7ggo6niycrczg.jpg,1588,201,90,University of Georgia,1960,Paris,France,SF,24,ATL,81,81,2961,684,1429,0,11,684,1418,382,496,254,328,582,126,117,87,215,197,1750,0,0,9,1
7572,1985,Charles Barkley,https://thumbs.dreamstime.com/b/charles-barkley-phoenix-suns-charles-barkley-phoenix-suns-game-action-regular-season-nba-game-149656161.jpg,1651,198,114,Auburn University,1963,Leeds,Alabama,PF,21,PHI,82,60,2347,427,783,1,6,426,777,293,400,266,437,703,155,95,80,209,301,1148,0,1,11,11
7574,1985,Larry Bird,https://images.sportsbrief.com/images/1120/cd9e90a3a52c2568.jpeg?v=1,1341,206,99,Indiana State University,1956,West Baden,Indiana,SF,28,BOS,80,77,3161,918,1760,56,131,862,1629,403,457,164,678,842,531,129,98,248,208,2295,3,3,12,10
7634,1985,Clyde Drexler,https://wallpapers.com/images/hd/clyde-drexler-1990-nba-finals-trail-blazers-27wh68xn000rylma.jpg,1602,201,95,University of Houston,1962,New Orleans,Louisiana,SG,22,POR,80,43,2555,573,1161,8,37,565,1124,223,294,217,259,476,441,177,68,223,265,1377,1,0,10,5
7699,1985,Magic Johnson,https://i.pinimg.com/originals/8e/b9/48/8eb948bc03c7020f4a7ac88dc3d4002e.jpg,1366,201,98,"University of California, Los Angeles",1956,Nachitoches,Louisiana,PG,25,LAL,77,77,2781,504,899,7,37,497,862,391,464,90,386,476,968,113,25,305,155,1406,5,3,12,10
7716,1985,Michael Jordan,https://miro.medium.com/v2/resize:fit:1400/1*mOGEbXE9gryAKS25Bqx3Bw.jpeg,1675,198,88,University of North Carolina,1963,Brooklyn,New York,SG,21,CHI,82,82,3144,837,1625,9,52,828,1573,630,746,167,367,534,481,196,69,291,285,2313,6,5,14,11
7783,1985,Hakeem Olajuwon,https://wallpapers.com/images/hd/hakeem-olajuwon-eye-goggles-mmzsgu44ggan26s2.jpg,1679,213,115,University of Houston,1963,Lagos,Nigeria,C,22,HOU,82,82,2914,677,1258,0,0,677,1258,338,551,440,534,974,111,99,220,234,344,1692,1,1,12,12
7845,1985,John Stockton,https://wallpapers.com/images/hd/john-stockton-peace-sign-z0qni4ybv8ltm7dy.jpg,1692,185,77,Gonzaga University,1962,Spokane,Washington,PG,22,UTA,82,5,1490,157,333,2,11,155,322,142,193,26,79,105,415,109,11,150,203,458,0,0,10,11
7857,1985,Isiah Thomas,https://wallpapers.com/images/hd/american-former-professional-basketball-player-isiah-thomas-smile-qcxl78xaqhs1q13t.jpg,1516,185,81,Indiana University,1961,Chicago,Illinois,PG,23,DET,81,81,3089,646,1410,29,113,617,1297,399,493,114,247,361,1123,187,25,302,288,1720,2,0,12,5
7894,1985,Dominique Wilkins,https://wallpapers.com/images/hd/dominique-wilkins-slam-dunk-vintage-photography-5fy7ggo6niycrczg.jpg,1588,201,90,University of Georgia,1960,Paris,France,SF,25,ATL,81,81,3023,853,1891,25,81,828,1810,486,603,226,331,557,200,135,54,225,170,2217,0,0,9,1
7936,1986,Charles Barkley,https://thumbs.dreamstime.com/b/charles-barkley-phoenix-suns-charles-barkley-phoenix-suns-game-action-regular-season-nba-game-149656161.jpg,1651,198,114,Auburn University,1963,Leeds,Alabama,PF,22,PHI,80,80,2952,595,1041,17,75,578,966,396,578,354,672,1026,312,173,125,350,333,1603,0,1,11,11
7940,1986,Larry Bird,https://images.sportsbrief.com/images/1120/cd9e90a3a52c2568.jpeg?v=1,1341,206,99,Indiana State University,1956,West Baden,Indiana,SF,29,BOS,82,81,3113,796,1606,82,194,714,1412,441,492,190,615,805,557,166,51,266,182,2115,3,3,12,10
8008,1986,Clyde Drexler,https://wallpapers.com/images/hd/clyde-drexler-1990-nba-finals-trail-blazers-27wh68xn000rylma.jpg,1602,201,95,University of Houston,1962,New Orleans,Louisiana,SG,23,POR,75,58,2576,542,1142,12,60,530,1082,293,381,171,250,421,600,197,46,282,270,1389,1,0,10,5
8082,1986,Magic Johnson,https://i.pinimg.com/originals/8e/b9/48/8eb948bc03c7020f4a7ac88dc3d4002e.jpg,1366,201,98,"University of California, Los Angeles",1956,Nachitoches,Louisiana,PG,26,LAL,72,70,2578,483,918,10,43,473,875,378,434,85,341,426,907,113,16,273,133,1354,5,3,12,10
8094,1986,Michael Jordan,https://miro.medium.com/v2/resize:fit:1400/1*mOGEbXE9gryAKS25Bqx3Bw.jpeg,1675,198,88,University of North Carolina,1963,Brooklyn,New York,SG,22,CHI,18,7,451,150,328,3,18,147,310,105,125,23,41,64,53,37,21,45,46,408,6,5,14,11
8122,1986,Karl Malone,https://wallpapers.com/images/featured/karl-malone-ekdfjwnwcvpaufvb.jpg,1737,206,113,Louisiana Tech University,1963,Summerfield,Louisiana,PF,22,UTA,81,76,2475,504,1016,0,2,504,1014,195,405,174,544,718,236,105,44,279,295,1203,0,2,14,14
8165,1986,Hakeem Olajuwon,https://wallpapers.com/images/hd/hakeem-olajuwon-eye-goggles-mmzsgu44ggan26s2.jpg,1679,213,115,University of Houston,1963,Lagos,Nigeria,C,23,HOU,68,68,2467,625,1188,0,0,625,1188,347,538,333,448,781,137,134,231,195,271,1597,1,1,12,12
8218,1986,John Stockton,https://wallpapers.com/images/hd/john-stockton-peace-sign-z0qni4ybv8ltm7dy.jpg,1692,185,77,Gonzaga University,1962,Spokane,Washington,PG,23,UTA,82,38,1935,228,466,2,15,226,451,172,205,33,146,179,610,157,10,168,227,630,0,0,10,11
8225,1986,Isiah Thomas,https://wallpapers.com/images/hd/american-former-professional-basketball-player-isiah-thomas-smile-qcxl78xaqhs1q13t.jpg,1516,185,81,Indiana University,1961,Chicago,Illinois,PG,24,DET,77,77,2790,609,1248,26,84,583,1164,365,462,83,194,277,830,171,20,289,245,1609,2,0,12,5
8273,1986,Dominique Wilkins,https://wallpapers.com/images/hd/dominique-wilkins-slam-dunk-vintage-photography-5fy7ggo6niycrczg.jpg,1588,201,90,University of Georgia,1960,Paris,France,SF,26,ATL,78,78,3049,888,1897,13,70,875,1827,577,705,261,357,618,206,138,49,251,170,2366,0,0,9,1
8316,1987,Charles Barkley,https://thumbs.dreamstime.com/b/charles-barkley-phoenix-suns-charles-barkley-phoenix-suns-game-action-regular-season-nba-game-149656161.jpg,1651,198,114,Auburn University,1963,Leeds,Alabama,PF,23,PHI,68,62,2740,557,937,21,104,536,833,429,564,390,604,994,331,119,104,322,252,1564,0,1,11,11
8325,1987,Larry Bird,https://images.sportsbrief.com/images/1120/cd9e90a3a52c2568.jpeg?v=1,1341,206,99,Indiana State University,1956,West Baden,Indiana,SF,30,BOS,74,73,3005,786,1497,90,225,696,1272,414,455,124,558,682,566,135,70,240,185,2076,3,3,12,10
8385,1987,Clyde Drexler,https://wallpapers.com/images/hd/clyde-drexler-1990-nba-finals-trail-blazers-27wh68xn000rylma.jpg,1602,201,95,University of Houston,1962,New Orleans,Louisiana,SG,24,POR,82,82,3114,707,1408,11,47,696,1361,357,470,227,291,518,566,204,71,253,281,1782,1,0,10,5
8459,1987,Magic Johnson,https://i.pinimg.com/originals/8e/b9/48/8eb948bc03c7020f4a7ac88dc3d4002e.jpg,1366,201,98,"University of California, Los Angeles",1956,Nachitoches,Louisiana,PG,27,LAL,80,80,2904,683,1308,8,39,675,1269,535,631,122,382,504,977,138,36,300,168,1909,5,3,12,10
8469,1987,Michael Jordan,https://miro.medium.com/v2/resize:fit:1400/1*mOGEbXE9gryAKS25Bqx3Bw.jpeg,1675,198,88,University of North Carolina,1963,Brooklyn,New York,SG,23,CHI,82,82,3281,1098,2279,12,66,1086,2213,833,972,166,264,430,377,236,125,272,237,3041,6,5,14,11
8494,1987,Karl Malone,https://wallpapers.com/images/featured/karl-malone-ekdfjwnwcvpaufvb.jpg,1737,206,113,Louisiana Tech University,1963,Summerfield,Louisiana,PF,23,UTA,82,82,2857,728,1422,0,7,728,1415,323,540,278,577,855,158,104,60,237,323,1779,0,2,14,14
8540,1987,Hakeem Olajuwon,https://wallpapers.com/images/hd/hakeem-olajuwon-eye-goggles-mmzsgu44ggan26s2.jpg,1679,213,115,University of Houston,1963,Lagos,Nigeria,C,24,HOU,75,75,2760,677,1332,1,5,676,1327,400,570,315,543,858,220,140,254,228,294,1755,1,1,12,12
8570,1987,Dennis Rodman,https://i.pinimg.com/736x/84/0c/66/840c662ffc16cd140a8b8745ae92ff31.jpg,1811,201,95,Southeastern Oklahoma State University,1961,Trenton,New Jersey,SF,25,DET,77,1,1155,213,391,0,1,213,390,74,126,163,169,332,56,38,48,93,166,500,5,0,2,2
8602,1987,John Stockton,https://wallpapers.com/images/hd/john-stockton-peace-sign-z0qni4ybv8ltm7dy.jpg,1692,185,77,Gonzaga University,1962,Spokane,Washington,PG,24,UTA,82,2,1858,231,463,7,39,224,424,179,229,32,119,151,670,177,14,164,224,648,0,0,10,11
8609,1987,Isiah Thomas,https://wallpapers.com/images/hd/american-former-professional-basketball-player-isiah-thomas-smile-qcxl78xaqhs1q13t.jpg,1516,185,81,Indiana University,1961,Chicago,Illinois,PG,25,DET,81,81,3013,626,1353,19,98,607,1255,400,521,82,237,319,813,153,20,343,251,1671,2,0,12,5
8652,1987,Dominique Wilkins,https://wallpapers.com/images/hd/dominique-wilkins-slam-dunk-vintage-photography-5fy7ggo6niycrczg.jpg,1588,201,90,University of Georgia,1960,Paris,France,SF,27,ATL,79,79,2969,828,1787,31,106,797,1681,607,742,210,284,494,261,117,51,215,149,2294,0,0,9,1
8699,1988,Charles Barkley,https://thumbs.dreamstime.com/b/charles-barkley-phoenix-suns-charles-barkley-phoenix-suns-game-action-regular-season-nba-game-149656161.jpg,1651,198,114,Auburn University,1963,Leeds,Alabama,PF,24,PHI,80,80,3170,753,1283,44,157,709,1126,714,951,385,566,951,254,100,103,304,278,2264,0,1,11,11
8705,1988,Larry Bird,https://images.sportsbrief.com/images/1120/cd9e90a3a52c2568.jpeg?v=1,1341,206,99,Indiana State University,1956,West Baden,Indiana,SF,31,BOS,76,75,2965,881,1672,98,237,783,1435,415,453,108,595,703,467,125,57,213,157,2275,3,3,12,10
8770,1988,Clyde Drexler,https://wallpapers.com/images/hd/clyde-drexler-1990-nba-finals-trail-blazers-27wh68xn000rylma.jpg,1602,201,95,University of Houston,1962,New Orleans,Louisiana,SG,25,POR,81,80,3060,849,1679,11,52,838,1627,476,587,261,272,533,467,203,52,236,250,2185,1,0,10,5
8863,1988,Magic Johnson,https://i.pinimg.com/originals/8e/b9/48/8eb948bc03c7020f4a7ac88dc3d4002e.jpg,1366,201,98,"University of California, Los Angeles",1956,Nachitoches,Louisiana,PG,28,LAL,72,70,2637,490,996,11,56,479,940,417,489,88,361,449,858,114,13,269,147,1408,5,3,12,10
8869,1988,Michael Jordan,https://miro.medium.com/v2/resize:fit:1400/1*mOGEbXE9gryAKS25Bqx3Bw.jpeg,1675,198,88,University of North Carolina,1963,Brooklyn,New York,SG,24,CHI,82,82,3311,1069,1998,7,53,1062,1945,723,860,139,310,449,485,259,131,252,270,2868,6,5,14,11
8894,1988,Karl Malone,https://wallpapers.com/images/featured/karl-malone-ekdfjwnwcvpaufvb.jpg,1737,206,113,Louisiana Tech University,1963,Summerfield,Louisiana,PF,24,UTA,82,82,3198,858,1650,0,5,858,1645,552,789,277,709,986,199,117,50,325,296,2268,0,2,14,14
8916,1988,Reggie Miller,https://wallpapers.com/images/hd/reggie-miller-indiana-shoot-vnbfi2h97c44vm4i.jpg,1862,201,83,"University of California, Los Angeles",1965,Riverside,California,SG,22,IND,82,1,1840,306,627,61,172,245,455,149,186,95,95,190,132,53,19,101,157,822,0,0,5,3
8951,1988,Hakeem Olajuwon,https://wallpapers.com/images/hd/hakeem-olajuwon-eye-goggles-mmzsgu44ggan26s2.jpg,1679,213,115,University of Houston,1963,Lagos,Nigeria,C,25,HOU,79,79,2825,712,1385,0,4,712,1381,381,548,302,657,959,163,162,214,243,324,1805,1,1,12,12
8965,1988,Scottie Pippen,https://c8.alamy.com/comp/2M7GF8C/nba-basketball-scottie-pippen-chicago-bulls-1997-nba-finals-2M7GF8C.jpg,1869,203,95,University of Central Arkansas,1965,Hamburg,Arkansas,SF,22,CHI,79,0,1650,261,564,4,23,257,541,99,172,115,183,298,169,91,52,131,214,625,6,0,6,7
8980,1988,Dennis Rodman,https://i.pinimg.com/736x/84/0c/66/840c662ffc16cd140a8b8745ae92ff31.jpg,1811,201,95,Southeastern Oklahoma State University,1961,Trenton,New Jersey,SF,26,DET,82,32,2147,398,709,5,17,393,692,152,284,318,397,715,110,75,45,156,273,953,5,0,2,2
9018,1988,John Stockton,https://wallpapers.com/images/hd/john-stockton-peace-sign-z0qni4ybv8ltm7dy.jpg,1692,185,77,Gonzaga University,1962,Spokane,Washington,PG,25,UTA,82,79,2842,454,791,24,67,430,724,272,324,54,183,237,1128,242,16,262,247,1204,0,0,10,11
9024,1988,Isiah Thomas,https://wallpapers.com/images/hd/american-former-professional-basketball-player-isiah-thomas-smile-qcxl78xaqhs1q13t.jpg,1516,185,81,Indiana University,1961,Chicago,Illinois,PG,26,DET,81,81,2927,621,1341,30,97,591,1244,305,394,64,214,278,678,141,17,273,217,1577,2,0,12,5
9081,1988,Dominique Wilkins,https://wallpapers.com/images/hd/dominique-wilkins-slam-dunk-vintage-photography-5fy7ggo6niycrczg.jpg,1588,201,90,University of Georgia,1960,Paris,France,SF,28,ATL,78,76,2948,909,1957,38,129,871,1828,541,655,211,291,502,224,103,47,218,162,2397,0,0,9,1
9131,1989,Charles Barkley,https://thumbs.dreamstime.com/b/charles-barkley-phoenix-suns-charles-barkley-phoenix-suns-game-action-regular-season-nba-game-149656161.jpg,1651,198,114,Auburn University,1963,Leeds,Alabama,PF,25,PHI,79,79,3088,700,1208,35,162,665,1046,602,799,403,583,986,325,126,67,254,262,2037,0,1,11,11
9138,1989,Larry Bird,https://images.sportsbrief.com/images/1120/cd9e90a3a52c2568.jpeg?v=1,1341,206,99,Indiana State University,1956,West Baden,Indiana,SF,32,BOS,6,6,189,49,104,0,0,49,104,18,19,1,36,37,29,6,5,11,18,116,3,3,12,10
9202,1989,Clyde Drexler,https://wallpapers.com/images/hd/clyde-drexler-1990-nba-finals-trail-blazers-27wh68xn000rylma.jpg,1602,201,95,University of Houston,1962,New Orleans,Louisiana,SG,26,POR,78,78,3064,829,1672,27,104,802,1568,438,548,289,326,615,450,213,54,250,269,2123,1,0,10,5
