id,year,player_name,image,player_id,height,weight,collage,born,birth_city,birth_state,position,age,team,g,gs,mp,fg,fga,3p,3pa,2p,2pa,ft,fta,orb,drb,rtb,ast,stl,blk,tov,pf,pts,championships,mvps,allstar_selections,all_nba
16909,2004,Paul Pierce,https://www.nbc.com/sites/nbcblog/files/styles/scale_862/public/2024/03/paul-pierce-boston-celtics2.jpg,2630,201,106,University of Kansas,1977,Oakland,California,SG,26,BOS,80,80,3099,602,1497,115,384,487,1113,517,631,69,453,522,410,131,52,303,234,1836,1,0,10,4
16911,2004,Scottie Pippen,https://c8.alamy.com/comp/2M7GF8C/nba-basketball-scottie-pippen-chicago-bulls-1997-nba-finals-2M7GF8C.jpg,1869,203,95,University of Central Arkansas,1965,Hamburg,Arkansas,SF,38,CHI,23,6,412,53,140,13,48,40,92,17,27,20,48,68,50,21,9,29,38,136,6,0,6,7
16974,2004,Peja Stojakovic,https://media.gettyimages.com/id/1172519379/photo/sacramento-kings-forward-guard-peja-stojakovic-pumps-his-fist-after-sinking-a-three-pointer.jpg?s=612x612&w=gi&k=20&c=tDzbg6JPhOeY9_NuCRMZQPe74UDqodyM6nZEo_jBQT0=,2638,206,99,,1977,Slavoska Pozega,Croatia,SF,26,SAC,81,81,3264,665,1386,240,554,425,832,394,425,91,417,508,173,108,14,153,159,1964,1,0,3,1
16976,2004,Amar'e Stoudemire,https://s.yimg.com/ny/api/res/1.2/V6zMHaRpLN3KjMWdBxSO2w--/YXBwaWQ9aGlnaGxhbmRlcjt3PTY0MDtoPTUwNg--/https://media.zenfs.com/en/homerun/feed_manager_auto_publish_494/e3ef6ed584ac7eea13ed96e512619086,2896,208,111,,1982,Lake Wales,Florida,PF,21,PHO,55,53,2025,411,865,1,5,410,860,310,435,157,339,496,78,64,89,177,188,1133,0,0,6,5
17023,2004,Rasheed Wallace,https://media.gettyimages.com/id/83274614/photo/auburn-hills-mi-rasheed-wallace-of-the-detroit-pistons-poses-for-a-portrait-during-nba-media.jpg?s=612x612&w=gi&k=20&c=g33nn0OlyMxz8nHwW9hnxMOQqlPEB3ga4rneJe_4O1Q=,2443,208,102,University of North Carolina,1974,Philadelphia,Pennsylvania,PF,29,TOT,68,66,2390,425,974,82,248,343,726,156,212,102,357,459,156,61,122,119,190,1088,1,0,4,0
17024,2004,Rasheed Wallace,https://media.gettyimages.com/id/83274614/photo/auburn-hills-mi-rasheed-wallace-of-the-detroit-pistons-poses-for-a-portrait-during-nba-media.jpg?s=612x612&w=gi&k=20&c=g33nn0OlyMxz8nHwW9hnxMOQqlPEB3ga4rneJe_4O1Q=,2443,208,102,University of North Carolina,1974,Philadelphia,Pennsylvania,PF,29,POR,45,44,1675,296,669,59,173,237,496,115,155,69,229,298,114,36,72,87,131,766,1,0,4,0
17025,2004,Rasheed Wallace,https://media.gettyimages.com/id/83274614/photo/auburn-hills-mi-rasheed-wallace-of-the-detroit-pistons-poses-for-a-portrait-during-nba-media.jpg?s=612x612&w=gi&k=20&c=g33nn0OlyMxz8nHwW9hnxMOQqlPEB3ga4rneJe_4O1Q=,2443,208,102,University of North Carolina,1974,Philadelphia,Pennsylvania,PF,29,ATL,1,1,42,8,24,1,6,7,18,3,3,1,5,6,2,1,5,3,0,20,1,0,4,0
17026,2004,Rasheed Wallace,https://media.gettyimages.com/id/83274614/photo/auburn-hills-mi-rasheed-wallace-of-the-detroit-pistons-poses-for-a-portrait-during-nba-media.jpg?s=612x612&w=gi&k=20&c=g33nn0OlyMxz8nHwW9hnxMOQqlPEB3ga4rneJe_4O1Q=,2443,208,102,University of North Carolina,1974,Philadelphia,Pennsylvania,PF,29,DET,22,21,673,121,281,22,69,99,212,38,54,32,123,155,40,24,45,29,59,302,1,0,4,0
17035,2004,Chris Webber,https://media.gettyimages.com/id/1242438926/photo/sacramento-ca-chris-webber-of-the-sacramento-kings-prepares-to-shoot-a-free-throw-during-a.jpg?s=612x612&w=gi&k=20&c=jK9C2L5VDkr_E9FmBfdHEZ2a2r1WBZ1xEzh-FN92f6E=,2311,206,111,University of Michigan,1973,Detroit,Michigan,PF,30,SAC,23,23,831,174,421,1,5,173,416,81,114,48,152,200,105,31,20,60,76,430,0,0,5,5
17081,2005,Ray Allen,https://media.gettyimages.com/id/145777952/photo/miami-fl-ray-allen-of-the-boston-celtics-reacts-in-the-fourth-quarter-against-the-miami-heat.jpg?s=612x612&w=gi&k=20&c=xf7rkgotihfK1-SMOsbZ3xjJghAcNesSxmaQ_AxozXQ=,2450,203,99,Florida State University,1965,Milton,Florida,SG,29,SEA,78,78,3064,640,1494,209,556,431,938,378,428,79,268,347,289,84,5,171,167,1867,2,0,10,2
17139,2005,Chris Bosh,https://s.yimg.com/os/creatr-uploaded-images/2021-09/268c2920-14a2-11ec-bddf-7cac2f45a5b2,2916,211,106,Georgia Institute of Technology,1984,Dallas,Texas,PF,20,TOR,81,81,3017,473,1005,3,10,470,995,412,542,194,524,718,153,76,113,187,226,1361,2,0,11,1
17159,2005,Kobe Bryant,https://media.gettyimages.com/id/139369178/photo/phoenix-az-kobe-bryant-of-the-los-angeles-lakers-adjusts-his-jersey-during-the-nba-game.jpg?s=612x612&w=gi&k=20&c=M0YYaiFg29H64rWFo8feDwWwQLYkToyORpBZB6aMZj0=,2456,198,96,,1978,Philadelphia,Pennsylvania,SG,26,LAL,66,66,2689,573,1324,131,387,442,937,542,664,95,297,392,398,86,53,270,174,1819,5,1,18,15
17177,2005,Vince Carter,https://media.gettyimages.com/id/470135913/photo/houston-tx-vince-carter-of-the-toronto-raptors-during-the-game-against-the-houston-rockets-on.jpg?s=612x612&w=gi&k=20&c=CjGd1yr9Db5GCIiLB-HQvyAfGmTf72VIExwijyKByK4=,2590,198,99,University of North Carolina,1977,Daytona Beach,Florida,SF-SG,28,TOT,77,76,2828,696,1541,127,313,569,1228,367,460,106,295,401,327,109,48,168,243,1886,0,0,8,2
17178,2005,Vince Carter,https://media.gettyimages.com/id/470135913/photo/houston-tx-vince-carter-of-the-toronto-raptors-during-the-game-against-the-houston-rockets-on.jpg?s=612x612&w=gi&k=20&c=CjGd1yr9Db5GCIiLB-HQvyAfGmTf72VIExwijyKByK4=,2590,198,99,University of North Carolina,1977,Daytona Beach,Florida,SG,28,TOR,20,20,608,124,302,19,59,105,243,50,72,28,38,66,61,25,15,22,56,317,0,0,8,2
17179,2005,Vince Carter,https://media.gettyimages.com/id/470135913/photo/houston-tx-vince-carter-of-the-toronto-raptors-during-the-game-against-the-houston-rockets-on.jpg?s=612x612&w=gi&k=20&c=CjGd1yr9Db5GCIiLB-HQvyAfGmTf72VIExwijyKByK4=,2590,198,99,University of North Carolina,1977,Daytona Beach,Florida,SF,28,NJN,57,56,2220,572,1239,108,254,464,985,317,388,78,257,335,266,84,33,146,187,1569,0,0,8,2
17234,2005,Tim Duncan,https://media.gettyimages.com/id/169000810/photo/oakland-ca-tim-duncan-of-the-san-antonio-spurs-looks-on-against-the-golden-state-warriors-in.jpg?s=612x612&w=gi&k=20&c=1YAGmYVqH2I-KYQctp4tToTWsKHFNBY_XwvTsq1yv1s=,2535,211,113,Wake Forest University,1976,St. Croix,U.S. Virgin Islands,PF,28,SAS,66,66,2203,517,1042,3,9,514,1033,305,455,202,530,732,179,45,174,127,144,1342,2,5,15,15
17266,2005,Kevin Garnett,https://media.gettyimages.com/id/91224687/photo/waltham-ma-kevin-garnett-of-the-boston-celtics-poses-for-a-portrait-during-the-2009-nba-media.jpg?s=612x612&w=gi&k=20&c=M6FHd20k5WCgJO_P2SCQzA0NavV3Enn4l1jhReq1l40=,2401,211,108,,1976,Mauldin,South Carolina,PF,28,MIN,82,82,3121,683,1360,6,25,677,1335,445,549,247,861,1108,466,121,112,222,207,1817,1,1,15,9
17268,2005,Pau Gasol,https://media.gettyimages.com/id/101605006/photo/los-angeles-ca-pau-gasol-of-the-los-angeles-lakers-reacts-in-the-second-half-against-the.jpg?s=612x612&w=gi&k=20&c=wpe25Ox7ozn6fycgzYlwazCvF6RYqRvqnEgXWDbk90k=,2808,213,113,,1980,Barcelona,Spain,PF,24,MEM,56,53,1790,357,695,1,6,356,689,282,367,130,280,410,135,37,93,137,146,997,2,0,6,4
17292,2005,Anfernee Hardaway,https://media.gettyimages.com/id/493617392/photo/oakland-ca-penny-hardaway-of-the-orlando-magic-dribbles-against-the-golden-state-warriors-on.jpg?s=612x612&w=gi&k=20&c=bcaEgtOGyoxn1hpbJoo0VW9TAJVeAvP-EiCHHtNX3Kc=,2272,201,88,University of Memphis,1971,Memphis,Tennessee,SF,33,NYK,37,0,894,110,260,15,50,95,210,34,46,19,70,89,74,28,3,50,79,269,0,0,4,3
17308,2005,Grant Hill,https://media.gettyimages.com/id/929748012/photo/phoenix-grant-hill-of-the-detroit-pistons-smiles-circa-1997-at-america-west-arena-in-phoenix.jpg?s=612x612&w=gi&k=20&c=pV3vMkkqEdICi27KrNjRMO3e-o4gnCEjyfnxaik-rYw=,2332,203,102,Duke University,1972,Dallas,Texas,SF,32,ORL,67,67,2338,517,1015,3,13,514,1002,280,341,77,241,318,220,97,28,161,144,1317,0,0,7,5
17317,2005,Dwight Howard,https://media.gettyimages.com/id/1322596680/photo/philadelphia-pennsylvania-dwight-howard-of-the-philadelphia-76ers-celebrates-during-the.jpg?s=612x612&w=gi&k=20&c=TVSiksX-qPAauhvXTo1enUAFETjceN81e6_NlPbVpZg=,3000,211,120,,1985,Atlanta,Georgia,PF,19,ORL,82,82,2670,352,677,0,2,352,675,277,413,287,536,823,75,77,136,165,232,981,1,0,8,7
17330,2005,Allen Iverson,https://media.gettyimages.com/id/1934811800/photo/allen-iverson-shooting-guard-and-point-guard-for-the-philadelphia-76ers-looks-on-with-hands.jpg?s=612x612&w=gi&k=20&c=5oKUqo8YjnrvoECqfIE5zSPWxWR4o96og9WA8ECUzac=,2479,183,74,Georgetown University,1975,Hampton,Virginia,PG,29,PHI,75,75,3174,771,1818,104,338,667,1480,656,786,51,248,299,596,180,9,344,140,2302,0,1,11,6
17344,2005,LeBron James,https://media.gettyimages.com/id/1463993781/photo/los-angeles-california-lebron-james-of-the-los-angeles-lakers-reacts-after-scoring-to-pass.jpg?s=612x612&w=gi&k=20&c=NUzc0DakaEDifXo9y2sBIIBvBrxeybcaQ8DSmqHDelM=,2944,203,113,,1984,Akron,Ohio,SF,20,CLE,80,80,3388,795,1684,108,308,687,1376,477,636,111,477,588,577,177,52,262,146,2175,4,4,20,19
17371,2005,Jason Kidd,https://media.gettyimages.com/id/1312307558/photo/jason-kidd-point-guard-and-shooting-guard-for-the-phoenix-suns-dribbles-the-basketball-down.jpg?s=612x612&w=gi&k=20&c=_2MQkEDTA45C88I5CkCgBMFbA4auk4tUUA_-8B4MzpI=,2337,193,92,University of California,1973,San Francisco,California,PG,31,NJN,66,65,2435,340,855,129,358,211,497,142,192,94,394,488,545,123,9,167,110,951,1,0,10,6
17411,2005,Tracy McGrady,https://media.gettyimages.com/id/121661997/photo/tracy-mcgrady-of-the-houston-rockets-brings-the-ball-up-the-court-during-the-nba-game-between.jpg?s=612x612&w=gi&k=20&c=EvDFApi3tgyRHX7Hy2mPufUdWei63kcPyAk2mR3V3pw=,2555,203,95,,1979,Bartow,Florida,SF,25,HOU,78,78,3182,715,1660,142,435,573,1225,431,557,71,413,484,448,135,52,201,167,2003,0,0,7,7
17424,2005,Reggie Miller,https://wallpapers.com/images/hd/reggie-miller-indiana-shoot-vnbfi2h97c44vm4i.jpg,1862,201,83,"University of California, Los Angeles",1965,Riverside,California,SG,39,IND,66,66,2105,314,719,96,298,218,421,250,268,18,138,156,146,50,5,77,109,974,0,0,5,3
17452,2005,Steve Nash,https://www.bpmcdn.com/f/files/victoria/import/2018-03/11235020_web1_Steve-Nash_Flickr.jpg,2491,190,88,Santa Clara University,1974,Johannesburg,South Africa,PG,30,PHO,75,75,2573,430,857,94,218,336,639,211,238,57,192,249,861,74,6,245,136,1165,0,2,8,7
17460,2005,Dirk Nowitzki,"https://media.bleacherreport.com/image/upload/q_auto,w_1500,c_scale,f_auto/v1676673768/ehplcawwxao6uioiet2f.jpg",2626,213,111,,1978,Wurzburg,Germany,PF,26,DAL,78,78,3020,663,1445,91,228,572,1217,615,708,96,661,757,240,97,119,176,219,2032,1,1,14,12
17462,2005,Shaquille O'Neal,https://media.gettyimages.com/id/51048945/photo/los-angeles-united-states-this-05-june-2002-file-photo-shows-shaquille-oneal-of-the-los-angeles.jpg?s=612x612&w=gi&k=20&c=pn5--PXxmoku2SmA9mq-1my1bxc-FmFHO0uad8ZCkFA=,2222,216,147,Louisiana State University,1972,Newark,New Jersey,C,32,MIA,73,73,2492,658,1095,0,0,658,1095,353,765,253,507,760,200,36,171,203,262,1669,4,1,15,14
17478,2005,Tony Parker,https://media.gettyimages.com/id/169574382/photo/memphis-tn-tony-parker-of-the-san-antonio-spurs-reacts-in-the-fourth-quarter-while-taking-on.jpg?s=612x612&w=gi&k=20&c=mO2m-hlMw9BG5E_vwhGmC3yh1HatyPxSKf72iR5ruAo=,2823,188,83,,1982,Bruges,Belgium,PG,22,SAS,80,80,2735,539,1118,43,156,496,962,210,323,47,251,298,491,98,4,215,167,1331,4,0,6,4
17490,2005,Paul Pierce,https://www.nbc.com/sites/nbcblog/files/styles/scale_862/public/2024/03/paul-pierce-boston-celtics2.jpg,2630,201,106,University of Kansas,1977,Oakland,California,SF,27,BOS,82,82,2960,556,1223,108,292,448,931,549,668,78,461,539,348,133,39,230,255,1769,1,0,10,4
17560,2005,Peja Stojakovic,https://media.gettyimages.com/id/1172519379/photo/sacramento-kings-forward-guard-peja-stojakovic-pumps-his-fist-after-sinking-a-three-pointer.jpg?s=612x612&w=gi&k=20&c=tDzbg6JPhOeY9_NuCRMZQPe74UDqodyM6nZEo_jBQT0=,2638,206,99,,1977,Slavoska Pozega,Croatia,SF,27,SAC,66,66,2534,451,1016,174,433,277,583,253,275,62,223,285,138,79,12,102,157,1329,1,0,3,1
17563,2005,Amar'e Stoudemire,https://s.yimg.com/ny/api/res/1.2/V6zMHaRpLN3KjMWdBxSO2w--/YXBwaWQ9aGlnaGxhbmRlcjt3PTY0MDtoPTUwNg--/https://media.zenfs.com/en/homerun/feed_manager_auto_publish_494/e3ef6ed584ac7eea13ed96e512619086,2896,208,111,,1982,Lake Wales,Florida,C,22,PHO,80,80,2889,747,1336,3,16,744,1320,583,795,219,494,713,131,77,130,189,278,2080,0,0,6,5
17616,2005,Rasheed Wallace,https://media.gettyimages.com/id/83274614/photo/auburn-hills-mi-rasheed-wallace-of-the-detroit-pistons-poses-for-a-portrait-during-nba-media.jpg?s=612x612&w=gi&k=20&c=g33nn0OlyMxz8nHwW9hnxMOQqlPEB3ga4rneJe_4O1Q=,2443,208,102,University of North Carolina,1974,Philadelphia,Pennsylvania,PF,30,DET,79,79,2687,467,1062,75,236,392,826,136,195,174,470,644,142,65,115,127,236,1145,1,0,4,0
17621,2005,Chris Webber,https://media.gettyimages.com/id/1242438926/photo/sacramento-ca-chris-webber-of-the-sacramento-kings-prepares-to-shoot-a-free-throw-during-a.jpg?s=612x612&w=gi&k=20&c=jK9C2L5VDkr_E9FmBfdHEZ2a2r1WBZ1xEzh-FN92f6E=,2311,206,111,University of Michigan,1973,Detroit,Michigan,PF,31,TOT,67,67,2370,555,1283,15,44,540,1239,181,228,130,482,612,318,94,53,182,214,1306,0,0,5,5
17622,2005,Chris Webber,https://media.gettyimages.com/id/1242438926/photo/sacramento-ca-chris-webber-of-the-sacramento-kings-prepares-to-shoot-a-free-throw-during-a.jpg?s=612x612&w=gi&k=20&c=jK9C2L5VDkr_E9FmBfdHEZ2a2r1WBZ1xEzh-FN92f6E=,2311,206,111,University of Michigan,1973,Detroit,Michigan,PF,31,SAC,46,46,1668,412,917,11,29,401,888,143,179,94,353,447,252,68,34,133,144,978,0,0,5,5
17623,2005,Chris Webber,https://media.gettyimages.com/id/1242438926/photo/sacramento-ca-chris-webber-of-the-sacramento-kings-prepares-to-shoot-a-free-throw-during-a.jpg?s=612x612&w=gi&k=20&c=jK9C2L5VDkr_E9FmBfdHEZ2a2r1WBZ1xEzh-FN92f6E=,2311,206,111,University of Michigan,1973,Detroit,Michigan,PF,31,PHI,21,21,702,143,366,4,15,139,351,38,49,36,129,165,66,26,19,49,70,328,0,0,5,5
17665,2006,Ray Allen,https://media.gettyimages.com/id/145777952/photo/miami-fl-ray-allen-of-the-boston-celtics-reacts-in-the-fourth-quarter-against-the-miami-heat.jpg?s=612x612&w=gi&k=20&c=xf7rkgotihfK1-SMOsbZ3xjJghAcNesSxmaQ_AxozXQ=,2450,203,99,Florida State University,1965,Milton,Florida,SG,30,SEA,78,78,3022,681,1500,269,653,412,847,324,359,71,261,332,286,105,16,188,151,1955,2,0,10,2
17729,2006,Chris Bosh,https://s.yimg.com/os/creatr-uploaded-images/2021-09/268c2920-14a2-11ec-bddf-7cac2f45a5b2,2916,211,106,Georgia Institute of Technology,1984,Dallas,Texas,C,21,TOR,70,70,2751,549,1087,0,13,549,1074,474,581,204,443,647,181,50,79,157,209,1572,2,0,11,1
17742,2006,Kobe Bryant,https://media.gettyimages.com/id/139369178/photo/phoenix-az-kobe-bryant-of-the-los-angeles-lakers-adjusts-his-jersey-during-the-nba-game.jpg?s=612x612&w=gi&k=20&c=M0YYaiFg29H64rWFo8feDwWwQLYkToyORpBZB6aMZj0=,2456,198,96,,1978,Philadelphia,Pennsylvania,SG,27,LAL,80,80,3277,978,2173,180,518,798,1655,696,819,71,354,425,360,147,30,250,233,2832,5,1,18,15
17758,2006,Vince Carter,https://media.gettyimages.com/id/470135913/photo/houston-tx-vince-carter-of-the-toronto-raptors-during-the-game-against-the-houston-rockets-on.jpg?s=612x612&w=gi&k=20&c=CjGd1yr9Db5GCIiLB-HQvyAfGmTf72VIExwijyKByK4=,2590,198,99,University of North Carolina,1977,Daytona Beach,Florida,SG,29,NJN,79,79,2906,653,1518,125,367,528,1151,480,601,135,327,462,338,94,53,213,235,1911,0,0,8,2
17806,2006,Tim Duncan,https://media.gettyimages.com/id/169000810/photo/oakland-ca-tim-duncan-of-the-san-antonio-spurs-looks-on-against-the-golden-state-warriors-in.jpg?s=612x612&w=gi&k=20&c=1YAGmYVqH2I-KYQctp4tToTWsKHFNBY_XwvTsq1yv1s=,2535,211,113,Wake Forest University,1976,St. Croix,U.S. Virgin Islands,PF,29,SAS,80,80,2784,574,1185,2,5,572,1180,335,533,231,650,881,253,70,162,198,219,1485,2,5,15,15
17843,2006,Kevin Garnett,https://media.gettyimages.com/id/91224687/photo/waltham-ma-kevin-garnett-of-the-boston-celtics-poses-for-a-portrait-during-the-2009-nba-media.jpg?s=612x612&w=gi&k=20&c=M6FHd20k5WCgJO_P2SCQzA0NavV3Enn4l1jhReq1l40=,2401,211,108,,1976,Mauldin,South Carolina,PF,29,MIN,76,76,2957,626,1191,8,30,618,1161,396,489,214,752,966,308,104,107,180,206,1656,1,1,15,9
17845,2006,Pau Gasol,https://media.gettyimages.com/id/101605006/photo/los-angeles-ca-pau-gasol-of-the-los-angeles-lakers-reacts-in-the-second-half-against-the.jpg?s=612x612&w=gi&k=20&c=wpe25Ox7ozn6fycgzYlwazCvF6RYqRvqnEgXWDbk90k=,2808,213,113,,1980,Barcelona,Spain,PF,25,MEM,80,80,3135,600,1194,3,12,597,1182,425,617,191,522,713,371,46,153,235,184,1628,2,0,6,4
17872,2006,Anfernee Hardaway,https://media.gettyimages.com/id/493617392/photo/oakland-ca-penny-hardaway-of-the-orlando-magic-dribbles-against-the-golden-state-warriors-on.jpg?s=612x612&w=gi&k=20&c=bcaEgtOGyoxn1hpbJoo0VW9TAJVeAvP-EiCHHtNX3Kc=,2272,201,88,University of Memphis,1971,Memphis,Tennessee,SF,34,NYK,4,0,72,4,14,0,1,4,13,2,2,0,10,10,8,2,0,6,7,10,0,0,4,3
17887,2006,Grant Hill,https://media.gettyimages.com/id/929748012/photo/phoenix-grant-hill-of-the-detroit-pistons-smiles-circa-1997-at-america-west-arena-in-phoenix.jpg?s=612x612&w=gi&k=20&c=pV3vMkkqEdICi27KrNjRMO3e-o4gnCEjyfnxaik-rYw=,2332,203,102,Duke University,1972,Dallas,Texas,SF,33,ORL,21,17,613,119,243,2,8,117,235,78,102,15,65,80,48,24,6,35,50,318,0,0,7,5
17893,2006,Dwight Howard,https://media.gettyimages.com/id/1322596680/photo/philadelphia-pennsylvania-dwight-howard-of-the-philadelphia-76ers-celebrates-during-the.jpg?s=612x612&w=gi&k=20&c=TVSiksX-qPAauhvXTo1enUAFETjceN81e6_NlPbVpZg=,3000,211,120,,1985,Atlanta,Georgia,PF,20,ORL,82,81,3021,468,881,0,2,468,879,356,598,288,734,1022,125,65,115,217,277,1292,1,0,8,7
17904,2006,Allen Iverson,https://media.gettyimages.com/id/1934811800/photo/allen-iverson-shooting-guard-and-point-guard-for-the-philadelphia-76ers-looks-on-with-hands.jpg?s=612x612&w=gi&k=20&c=5oKUqo8YjnrvoECqfIE5zSPWxWR4o96og9WA8ECUzac=,2479,183,74,Georgetown University,1975,Hampton,Virginia,PG,30,PHI,72,72,3103,815,1822,72,223,743,1599,675,829,44,188,232,532,140,10,248,121,2377,0,1,11,6
17918,2006,LeBron James,https://media.gettyimages.com/id/1463993781/photo/los-angeles-california-lebron-james-of-the-los-angeles-lakers-reacts-after-scoring-to-pass.jpg?s=612x612&w=gi&k=20&c=NUzc0DakaEDifXo9y2sBIIBvBrxeybcaQ8DSmqHDelM=,2944,203,113,,1984,Akron,Ohio,SF,21,CLE,79,79,3361,875,1823,127,379,748,1444,601,814,75,481,556,521,123,66,260,181,2478,4,4,20,19
17945,2006,Jason Kidd,https://media.gettyimages.com/id/1312307558/photo/jason-kidd-point-guard-and-shooting-guard-for-the-phoenix-suns-dribbles-the-basketball-down.jpg?s=612x612&w=gi&k=20&c=_2MQkEDTA45C88I5CkCgBMFbA4auk4tUUA_-8B4MzpI=,2337,193,92,University of California,1973,San Francisco,California,PG,32,NJN,80,80,2975,366,905,139,395,227,510,194,244,86,494,580,672,150,29,192,157,1065,1,0,10,6
17984,2006,Tracy McGrady,https://media.gettyimages.com/id/121661997/photo/tracy-mcgrady-of-the-houston-rockets-brings-the-ball-up-the-court-during-the-nba-game-between.jpg?s=612x612&w=gi&k=20&c=EvDFApi3tgyRHX7Hy2mPufUdWei63kcPyAk2mR3V3pw=,2555,203,95,,1979,Bartow,Florida,SF,26,HOU,47,47,1745,410,1011,73,234,337,777,254,340,46,261,307,225,59,41,120,88,1147,0,0,7,7
18020,2006,Steve Nash,https://www.bpmcdn.com/f/files/victoria/import/2018-03/11235020_web1_Steve-Nash_Flickr.jpg,2491,190,88,Santa Clara University,1974,Johannesburg,South Africa,PG,31,PHO,79,79,2796,541,1056,150,342,391,714,257,279,47,286,333,826,61,12,276,120,1489,0,2,8,7
18028,2006,Dirk Nowitzki,"https://media.bleacherreport.com/image/upload/q_auto,w_1500,c_scale,f_auto/v1676673768/ehplcawwxao6uioiet2f.jpg",2626,213,111,,1978,Wurzburg,Germany,PF,27,DAL,81,81,3089,751,1564,110,271,641,1293,539,598,115,613,728,226,58,83,156,164,2151,1,1,14,12
18030,2006,Shaquille O'Neal,https://media.gettyimages.com/id/51048945/photo/los-angeles-united-states-this-05-june-2002-file-photo-shows-shaquille-oneal-of-the-los-angeles.jpg?s=612x612&w=gi&k=20&c=pn5--PXxmoku2SmA9mq-1my1bxc-FmFHO0uad8ZCkFA=,2222,216,147,Louisiana State University,1972,Newark,New Jersey,C,33,MIA,59,58,1806,480,800,0,0,480,800,221,471,172,369,541,113,23,104,168,230,1181,4,1,15,14
18048,2006,Tony Parker,https://media.gettyimages.com/id/169574382/photo/memphis-tn-tony-parker-of-the-san-antonio-spurs-reacts-in-the-fourth-quarter-while-taking-on.jpg?s=612x612&w=gi&k=20&c=mO2m-hlMw9BG5E_vwhGmC3yh1HatyPxSKf72iR5ruAo=,2823,188,83,,1982,Bruges,Belgium,PG,23,SAS,80,80,2715,623,1136,11,36,612,1100,253,358,38,223,261,460,83,4,249,161,1510,4,0,6,4
18059,2006,Paul Pierce,https://www.nbc.com/sites/nbcblog/files/styles/scale_862/public/2024/03/paul-pierce-boston-celtics2.jpg,2630,201,106,University of Kansas,1977,Oakland,California,SF,28,BOS,79,79,3084,689,1462,111,314,578,1148,627,812,77,453,530,375,107,34,273,223,2116,1,0,10,4
18126,2006,Peja Stojakovic,https://media.gettyimages.com/id/1172519379/photo/sacramento-kings-forward-guard-peja-stojakovic-pumps-his-fist-after-sinking-a-three-pointer.jpg?s=612x612&w=gi&k=20&c=tDzbg6JPhOeY9_NuCRMZQPe74UDqodyM6nZEo_jBQT0=,2638,206,99,,1977,Slavoska Pozega,Croatia,SF,28,TOT,71,71,2601,445,1018,162,404,283,614,238,260,79,336,415,136,45,10,103,171,1290,1,0,3,1
18127,2006,Peja Stojakovic,https://media.gettyimages.com/id/1172519379/photo/sacramento-kings-forward-guard-peja-stojakovic-pumps-his-fist-after-sinking-a-three-pointer.jpg?s=612x612&w=gi&k=20&c=tDzbg6JPhOeY9_NuCRMZQPe74UDqodyM6nZEo_jBQT0=,2638,206,99,,1977,Slavoska Pozega,Croatia,SF,28,SAC,31,31,1147,171,424,71,179,100,245,98,105,34,131,165,68,19,2,51,82,511,1,0,3,1
18128,2006,Peja Stojakovic,https://media.gettyimages.com/id/1172519379/photo/sacramento-kings-forward-guard-peja-stojakovic-pumps-his-fist-after-sinking-a-three-pointer.jpg?s=612x612&w=gi&k=20&c=tDzbg6JPhOeY9_NuCRMZQPe74UDqodyM6nZEo_jBQT0=,2638,206,99,,1977,Slavoska Pozega,Croatia,SF,28,IND,40,40,1454,274,594,91,225,183,369,140,155,45,205,250,68,26,8,52,89,779,1,0,3,1
18132,2006,Amar'e Stoudemire,https://s.yimg.com/ny/api/res/1.2/V6zMHaRpLN3KjMWdBxSO2w--/YXBwaWQ9aGlnaGxhbmRlcjt3PTY0MDtoPTUwNg--/https://media.zenfs.com/en/homerun/feed_manager_auto_publish_494/e3ef6ed584ac7eea13ed96e512619086,2896,208,111,,1982,Lake Wales,Florida,C,23,PHO,3,3,50,9,27,0,1,9,26,8,9,6,10,16,2,1,3,1,4,26,0,0,6,5
18182,2006,Rasheed Wallace,https://media.gettyimages.com/id/83274614/photo/auburn-hills-mi-rasheed-wallace-of-the-detroit-pistons-poses-for-a-portrait-during-nba-media.jpg?s=612x612&w=gi&k=20&c=g33nn0OlyMxz8nHwW9hnxMOQqlPEB3ga4rneJe_4O1Q=,2443,208,102,University of North Carolina,1974,Philadelphia,Pennsylvania,PF,31,DET,80,80,2780,459,1067,155,434,304,633,136,183,90,457,547,182,82,130,85,232,1209,1,0,4,0
18189,2006,Chris Webber,https://media.gettyimages.com/id/1242438926/photo/sacramento-ca-chris-webber-of-the-sacramento-kings-prepares-to-shoot-a-free-throw-during-a.jpg?s=612x612&w=gi&k=20&c=jK9C2L5VDkr_E9FmBfdHEZ2a2r1WBZ1xEzh-FN92f6E=,2311,206,111,University of Michigan,1973,Detroit,Michigan,PF,32,PHI,75,75,2893,617,1422,21,77,596,1345,263,348,184,557,741,256,103,62,182,219,1518,0,0,5,5
18229,2007,LaMarcus Aldridge,https://s.hdnux.com/photos/01/12/72/20/19637254/6/rawImage.jpg,3128,211,117,University of Texas at Austin,1985,Dallas,Texas,C,21,POR,63,22,1392,241,479,0,2,241,477,83,115,144,168,312,24,22,73,43,186,565,0,0,7,5
